platform,video_id,channel_id,channel_name,title,description,published_at,duration_seconds,view_count,like_count,comment_count,share_count,tags,ingested_at,data_source_type,full_content_text,extracted_hashtags,cleaned_text,tokens,token_count,clean_tokens,clean_token_count,clean_text_final
tiktok,tt_7689393162929835316,infodepok,@Info Depok,"Warga menemukan seorang bayi di sebuah bangunan kosong pinggir jalan di dekat Bakso Gede Rasa, Jalan Raya Bojonggede-Kem","Warga menemukan seorang bayi di sebuah bangunan kosong pinggir jalan di dekat Bakso Gede Rasa, Jalan Raya Bojonggede-Kemang (Bomang), Kalisuren, Kecamatan Tajur Halang, pada Jumat pagi (25/9/2026). Berdasarkan informasi awal, bayi tersebut ditemukan di sekitar pinggir jalan sebelum kemudian diamanka",2026-09-25 08:52:50+00:00,51,1623492,159395,1565,14235,"['tiktok', 'fyp', 'viral', 'id']",2026-09-26 13:57:27.518958+00:00,TIKTOK_LIVE_FYP_FEED,"Warga menemukan seorang bayi di sebuah bangunan kosong pinggir jalan di dekat Bakso Gede Rasa, Jalan Raya Bojonggede-Kem Warga menemukan seorang bayi di sebuah bangunan kosong pinggir jalan di dekat Bakso Gede Rasa, Jalan Raya Bojonggede-Kemang (Bomang), Kalisuren, Kecamatan Tajur Halang, pada Jumat pagi (25/9/2026). Berdasarkan informasi awal, bayi tersebut ditemukan di sekitar pinggir jalan sebelum kemudian diamanka",,warga menemukan seorang bayi di sebuah bangunan kosong pinggir jalan di dekat bakso gede rasa jalan raya bojonggede kem warga menemukan seorang bayi di sebuah bangunan kosong pinggir jalan di dekat bakso gede rasa jalan raya bojonggede kemang bomang kalisuren kecamatan tajur halang pada jumat pagi 25 9 2026 berdasarkan informasi awal bayi tersebut ditemukan di sekitar pinggir jalan sebelum kemudian diamanka,"warga, menemukan, seorang, bayi, di, sebuah, bangunan, kosong, pinggir, jalan, di, dekat, bakso, gede, rasa, jalan, raya, bojonggede, kem, warga, menemukan, seorang, bayi, di, sebuah, bangunan, kosong, pinggir, jalan, di, dekat, bakso, gede, rasa, jalan, raya, bojonggede, kemang, bomang, kalisuren, kecamatan, tajur, halang, pada, jumat, pagi, berdasarkan, informasi, awal, bayi, tersebut, ditemukan, di, sekitar, pinggir, jalan, sebelum, kemudian, diamanka",59,"warga, menemukan, bayi, bangunan, kosong, pinggir, jalan, bakso, gede, jalan, raya, bojonggede, kem, warga, menemukan, bayi, bangunan, kosong, pinggir, jalan, bakso, gede, jalan, raya, bojonggede, kemang, bomang, kalisuren, kecamatan, tajur, halang, jumat, pagi, berdasarkan, informasi, bayi, ditemukan, pinggir, jalan, diamanka",40,warga menemukan bayi bangunan kosong pinggir jalan bakso gede jalan raya bojonggede kem warga menemukan bayi bangunan kosong pinggir jalan bakso gede jalan raya bojonggede kemang bomang kalisuren kecamatan tajur halang jumat pagi berdasarkan informasi bayi ditemukan pinggir jalan diamanka
tiktok,tt_7689424576069029141,inkathhh,@Inka Andestha,🖤,🖤,2026-09-25 10:54:36+00:00,14,1633442,185869,267,1718,"['tiktok', 'fyp', 'viral', 'id']",2026-09-26 13:57:27.518958+00:00,TIKTOK_LIVE_FYP_FEED,🖤 🖤,,,,0,,0,
tiktok,tt_7689613728668601621,miunz0,@Miunz0,nemu tangga super aneh #semuaorang #fyp #fyi #faktamenarik  #faktaunik,nemu tangga super aneh #semuaorang #fyp #fyi #faktamenarik  #faktaunik,2026-09-25 23:08:44+00:00,26,895581,9249,28,745,"['semuaorang', 'fyp', 'fyi', 'faktamenarik', 'faktaunik']",2026-09-26 13:57:27.518958+00:00,TIKTOK_LIVE_FYP_FEED,nemu tangga super aneh #semuaorang #fyp #fyi #faktamenarik  #faktaunik nemu tangga super aneh #semuaorang #fyp #fyi #faktamenarik  #faktaunik,"semuaorang, fyp, fyi, faktamenarik, faktaunik, semuaorang, fyp, fyi, faktamenarik, faktaunik",nemu tangga super aneh semuaorang fyp fyi faktamenarik faktaunik nemu tangga super aneh semuaorang fyp fyi faktamenarik faktaunik,"nemu, tangga, super, aneh, semuaorang, fyp, fyi, faktamenarik, faktaunik, nemu, tangga, super, aneh, semuaorang, fyp, fyi, faktamenarik, faktaunik",18,"nemu, tangga, super, aneh, semuaorang, fyp, fyi, faktamenarik, faktaunik, nemu, tangga, super, aneh, semuaorang, fyp, fyi, faktamenarik, faktaunik",18,nemu tangga super aneh semuaorang fyp fyi faktamenarik faktaunik nemu tangga super aneh semuaorang fyp fyi faktamenarik faktaunik
tiktok,tt_7689182816835390728,ayam.bangkok.sera,@Ayam bangkok Serang,wanita mana yang membuat begini  kalau ada apa apa kenapa gak cerita #bangkokthailand #unggas #ternakayam,wanita mana yang membuat begini  kalau ada apa apa kenapa gak cerita #bangkokthailand #unggas #ternakayam,2026-09-24 19:16:32+00:00,27,1701364,59056,4981,39188,"['bangkokthailand', 'unggas', 'ternakayam']",2026-09-26 13:57:27.518958+00:00,TIKTOK_LIVE_FYP_FEED,wanita mana yang membuat begini  kalau ada apa apa kenapa gak cerita #bangkokthailand #unggas #ternakayam wanita mana yang membuat begini  kalau ada apa apa kenapa gak cerita #bangkokthailand #unggas #ternakayam,"bangkokthailand, unggas, ternakayam, bangkokthailand, unggas, ternakayam",wanita mana yang membuat begini kalau ada apa apa kenapa gak cerita bangkokthailand unggas ternakayam wanita mana yang membuat begini kalau ada apa apa kenapa gak cerita bangkokthailand unggas ternakayam,"wanita, mana, yang, membuat, begini, kalau, ada, apa, apa, kenapa, gak, cerita, bangkokthailand, unggas, ternakayam, wanita, mana, yang, membuat, begini, kalau, ada, apa, apa, kenapa, gak, cerita, bangkokthailand, unggas, ternakayam",30,"wanita, cerita, bangkokthailand, unggas, ternakayam, wanita, cerita, bangkokthailand, unggas, ternakayam",10,wanita cerita bangkokthailand unggas ternakayam wanita cerita bangkokthailand unggas ternakayam
tiktok,tt_7687620713452260628,someplace505,@￴ ￴,Trending TikTok Short,Trending TikTok Short,2026-09-20 14:14:50+00:00,9,2292330,637033,3604,91953,"['tiktok', 'fyp', 'viral', 'id']",2026-09-26 13:57:06.147785+00:00,TIKTOK_LIVE_FYP_FEED,Trending TikTok Short Trending TikTok Short,,trending tiktok short trending tiktok short,"trending, tiktok, short, trending, tiktok, short",6,"trending, tiktok, short, trending, tiktok, short",6,trending tiktok short trending tiktok short
tiktok,tt_7673889008321056020,danijf15,@D15,#japanvibes #shinjuku,#japanvibes #shinjuku,2026-08-14 14:08:43+00:00,21,34477,5761,49,238,"['japanvibes', 'shinjuku']",2026-09-26 13:57:06.147785+00:00,TIKTOK_LIVE_FYP_FEED,#japanvibes #shinjuku #japanvibes #shinjuku,"japanvibes, shinjuku, japanvibes, shinjuku",japanvibes shinjuku japanvibes shinjuku,"japanvibes, shinjuku, japanvibes, shinjuku",4,"japanvibes, shinjuku, japanvibes, shinjuku",4,japanvibes shinjuku japanvibes shinjuku
tiktok,tt_7689120441138662674,dexanna66,@DexAnna,"Prosesi Sakral, Mewangsuh Arca Pratima Ida Bhatara Tirta Empul  Ring Taman Suci Tirta Empul🙏🏁 #fyp#Panjak#TirtaEmpul#Rau","Prosesi Sakral, Mewangsuh Arca Pratima Ida Bhatara Tirta Empul  Ring Taman Suci Tirta Empul🙏🏁 #fyp#Panjak#TirtaEmpul#RauhMelasti#🏁",2026-09-24 15:14:27+00:00,19,276210,20493,49,2638,"['fyp', 'Panjak', 'TirtaEmpul', 'RauhMelasti']",2026-09-26 13:57:06.147785+00:00,TIKTOK_LIVE_FYP_FEED,"Prosesi Sakral, Mewangsuh Arca Pratima Ida Bhatara Tirta Empul  Ring Taman Suci Tirta Empul🙏🏁 #fyp#Panjak#TirtaEmpul#Rau Prosesi Sakral, Mewangsuh Arca Pratima Ida Bhatara Tirta Empul  Ring Taman Suci Tirta Empul🙏🏁 #fyp#Panjak#TirtaEmpul#RauhMelasti#🏁","fyp, panjak, tirtaempul, rau, fyp, panjak, tirtaempul, rauhmelasti",prosesi sakral mewangsuh arca pratima ida bhatara tirta empul ring taman suci tirta empul fyp panjak tirtaempul rau prosesi sakral mewangsuh arca pratima ida bhatara tirta empul ring taman suci tirta empul fyp panjak tirtaempul rauhmelasti,"prosesi, sakral, mewangsuh, arca, pratima, ida, bhatara, tirta, empul, ring, taman, suci, tirta, empul, fyp, panjak, tirtaempul, rau, prosesi, sakral, mewangsuh, arca, pratima, ida, bhatara, tirta, empul, ring, taman, suci, tirta, empul, fyp, panjak, tirtaempul, rauhmelasti",36,"prosesi, sakral, mewangsuh, arca, pratima, ida, bhatara, tirta, empul, ring, taman, suci, tirta, empul, fyp, panjak, tirtaempul, rau, prosesi, sakral, mewangsuh, arca, pratima, ida, bhatara, tirta, empul, ring, taman, suci, tirta, empul, fyp, panjak, tirtaempul, rauhmelasti",36,prosesi sakral mewangsuh arca pratima ida bhatara tirta empul ring taman suci tirta empul fyp panjak tirtaempul rau prosesi sakral mewangsuh arca pratima ida bhatara tirta empul ring taman suci tirta empul fyp panjak tirtaempul rauhmelasti
tiktok,tt_7662716614546066695,dewi.alzena6,@Dewi Alzena,#viralシ゚ #trending #tiktokviral #videoviral #videolucu,#viralシ゚ #trending #tiktokviral #videoviral #videolucu,2026-07-15 11:34:06+00:00,5,372470,14973,14,62,"['viralシ', 'trending', 'tiktokviral', 'videoviral', 'videolucu']",2026-09-26 13:57:06.147785+00:00,TIKTOK_LIVE_FYP_FEED,#viralシ゚ #trending #tiktokviral #videoviral #videolucu #viralシ゚ #trending #tiktokviral #videoviral #videolucu,"viralシ, trending, tiktokviral, videoviral, videolucu, viralシ, trending, tiktokviral, videoviral, videolucu",viralシ trending tiktokviral videoviral videolucu viralシ trending tiktokviral videoviral videolucu,"trending, tiktokviral, videoviral, videolucu, trending, tiktokviral, videoviral, videolucu",8,"trending, tiktokviral, videoviral, videolucu, trending, tiktokviral, videoviral, videolucu",8,trending tiktokviral videoviral videolucu trending tiktokviral videoviral videolucu
tiktok,tt_7682057018449972487,yulian_seo.co,@Ⓜ️e⭕️ng✔️🧢™️,"Menikmati hujan di Shinjuku West Exit di malam hari, Kalian dapat melihat Shinjuku Grand Guard, Yamanote Line, dan Kabuk","Menikmati hujan di Shinjuku West Exit di malam hari, Kalian dapat melihat Shinjuku Grand Guard, Yamanote Line, dan Kabukicho. #shinjuku #tokyo #japantrip #foryou",2026-09-05 14:24:46+00:00,22,27105,1640,7,79,"['shinjuku', 'tokyo', 'japantrip', 'foryou']",2026-09-26 13:57:06.147785+00:00,TIKTOK_LIVE_FYP_FEED,"Menikmati hujan di Shinjuku West Exit di malam hari, Kalian dapat melihat Shinjuku Grand Guard, Yamanote Line, dan Kabuk Menikmati hujan di Shinjuku West Exit di malam hari, Kalian dapat melihat Shinjuku Grand Guard, Yamanote Line, dan Kabukicho. #shinjuku #tokyo #japantrip #foryou","shinjuku, tokyo, japantrip, foryou",menikmati hujan di shinjuku west exit di malam hari kalian dapat melihat shinjuku grand guard yamanote line dan kabuk menikmati hujan di shinjuku west exit di malam hari kalian dapat melihat shinjuku grand guard yamanote line dan kabukicho shinjuku tokyo japantrip foryou,"menikmati, hujan, di, shinjuku, west, exit, di, malam, hari, kalian, dapat, melihat, shinjuku, grand, guard, yamanote, line, dan, kabuk, menikmati, hujan, di, shinjuku, west, exit, di, malam, hari, kalian, dapat, melihat, shinjuku, grand, guard, yamanote, line, dan, kabukicho, shinjuku, tokyo, japantrip, foryou",42,"menikmati, hujan, shinjuku, west, exit, malam, shinjuku, grand, guard, yamanote, line, kabuk, menikmati, hujan, shinjuku, west, exit, malam, shinjuku, grand, guard, yamanote, line, kabukicho, shinjuku, tokyo, japantrip, foryou",28,menikmati hujan shinjuku west exit malam shinjuku grand guard yamanote line kabuk menikmati hujan shinjuku west exit malam shinjuku grand guard yamanote line kabukicho shinjuku tokyo japantrip foryou
tiktok,tt_7683544258132856085,ngakaksehatig,@Ngakaksehat,"Momen petugas sensus minta KK asli alias Kartu Keluarga, ibu ini malah literally datang bawa kakak kandungnya. Gak salah","Momen petugas sensus minta KK asli alias Kartu Keluarga, ibu ini malah literally datang bawa kakak kandungnya. Gak salah sih, cuma beda server 😭🤣 . Cr: dimaschandra📹",2026-09-09 14:36:00+00:00,34,5269,94,2,45,"['tiktok', 'fyp', 'viral', 'id']",2026-09-26 13:57:06.147785+00:00,TIKTOK_LIVE_FYP_FEED,"Momen petugas sensus minta KK asli alias Kartu Keluarga, ibu ini malah literally datang bawa kakak kandungnya. Gak salah Momen petugas sensus minta KK asli alias Kartu Keluarga, ibu ini malah literally datang bawa kakak kandungnya. Gak salah sih, cuma beda server 😭🤣 . Cr: dimaschandra📹",,momen petugas sensus minta kk asli alias kartu keluarga ibu ini malah literally datang bawa kakak kandungnya gak salah momen petugas sensus minta kk asli alias kartu keluarga ibu ini malah literally datang bawa kakak kandungnya gak salah sih cuma beda server cr dimaschandra,"momen, petugas, sensus, minta, kk, asli, alias, kartu, keluarga, ibu, ini, malah, literally, datang, bawa, kakak, kandungnya, gak, salah, momen, petugas, sensus, minta, kk, asli, alias, kartu, keluarga, ibu, ini, malah, literally, datang, bawa, kakak, kandungnya, gak, salah, sih, cuma, beda, server, cr, dimaschandra",44,"momen, petugas, sensus, kk, asli, alias, kartu, keluarga, literally, datang, bawa, kakak, kandungnya, salah, momen, petugas, sensus, kk, asli, alias, kartu, keluarga, literally, datang, bawa, kakak, kandungnya, salah, sih, beda, server, cr, dimaschandra",33,momen petugas sensus kk asli alias kartu keluarga literally datang bawa kakak kandungnya salah momen petugas sensus kk asli alias kartu keluarga literally datang bawa kakak kandungnya salah sih beda server cr dimaschandra
tiktok,tt_7687228045840715016,julian_taraa,@Julian.taraa,Trending TikTok Short,Trending TikTok Short,2026-09-19 12:51:03+00:00,36,3149777,96848,175,3924,"['tiktok', 'fyp', 'viral', 'id']",2026-09-26 13:57:06.147785+00:00,TIKTOK_LIVE_FYP_FEED,Trending TikTok Short Trending TikTok Short,,trending tiktok short trending tiktok short,"trending, tiktok, short, trending, tiktok, short",6,"trending, tiktok, short, trending, tiktok, short",6,trending tiktok short trending tiktok short
